id,category,title,body,points,extras,systemWhenCreated,systemWhoCreated
230,TypeScript,Example of TypeScript interfaces,"- note that `get front()` satisfies the interface's `front: string;`
	--------------------------------
	interface IFlashcard {
		front: string;
		back: string;
		displayAsFlashcard(): void;
	}

	class Flashcard implements IFlashcard {
		public front: string = '';
		public back: string = '';

		constructor(front: string, back: string) {
			this.front = front;
			this.back = back;
		}

		displayAsFlashcard() {
			return this.front + ' / ' + this.back;
		}
	}

	class Book implements IFlashcard {
		public title: string = '';
		public description: string = '';
		public author: string = '';

		constructor(title: string, description: string, author: string) {
			this.title = title;
			this.description = description;
			this.author = author;
		}

		get front() {
			return this.title;
		}

		get back() {
			return this.author;
		}

		displayAsFlashcard() {
			return 'BOOK: ' + this.front + ' / AUTHOR: ' + this.back;
		}
	}
	--------------------------------",60,,2020-09-28 22:08:20,systemUnknown
232,VBA,How to create a simple VBA program that changes text when you click a button,"- open developer tools:
	- right-click on menu, ""Menüband anpassen""
	- Entwicklertools, OK
- save as: **test.xlsm ** (""m"" for macros)
- Developer Tools, [[Visual Basic]]
	- Insert, Module
	- rename in settings window: main
	- enter code
		---------------------
		Sub TurnOn()
			Range(""B1"").Value = ""On""
		End Sub

		Sub ChangeTextBack()
		Range(""B1"").Value = ""Off""
		End Sub
		---------------------
- Developer Tools, [[Insert]], button
	- connect to ChangeText()
- Developer Tools, [[Insert]], button
	- connect to ChangeTextBack()",100,$rank=4.9343,2020-09-29 15:23:55,systemUnknown
233,regex,Switch names around first/last,"- tested in Notepad++ and Google Sheets
- you have a list of names
	--------------------------------
	Taylor, James
	Anderson, Mary
	Wharton, Robert
	Nettles, Andy
	--------------------------------
- search: `^(.*), (.*?)$`
- replace: `Name: $2 $1`",30,$rank=4.9,2020-09-29 23:39:39,systemUnknown
234,Google Docs,How to define and use styles in Google Docs,"- ##thestoryconflusdf
- write text with style ""title"" and ""normal"" paragaphs
- change style of title and save
- change style of normal and save
- ##mystoryokok
- options: save as my default styles",50,$rank=4.9757,2020-09-30 00:36:40,systemUnknown
235,Wordpress,Install Wordpress site running at A2Hosting,"- cPanel
	- SOFTACULOUS APPS INSTALLER
	- WordPress A2 Optimized
	- Install > Custom Install
		- fill in information
	- create
		- progress bar took about 5 minutes, stayed at 95% for about 2 minutes
	- message
		-----------------------------
		WordPress - A2 Optimized has been successfully installed at : http://tanguay.info/blog
		Administrative URL : http://tanguay.info/blog/?ilwv
		-----------------------------",70,$rank=4.9,2020-09-30 11:21:53,systemUnknown
236,Google Docs,How to use outline mode to navigate easier,"- make document with Title, Header 1 and Normal
- view > show document outline
- add more headers, show updating in real time
- add underlined and bold
- delete a Header 1 (on side)
	- add it again",30,$rank=4.9,2020-09-30 15:45:35,systemUnknown
237,Google Docs,Add more fonts,"- fonts
- trending
- handwriting
- serif, sans serif",20,$rank=4.9,2020-09-30 15:57:02,systemUnknown
238,Google Docs,Make a table of contents for your document,"- create document with title, heading 1, heading 2
- insert > table of contents > page numbers (other ones if you only have e.g. two pages)
- change, reformat
- make links back to top with bookmarks
	- (back to top)",40,$rank=4.9,2020-09-30 17:42:11,systemUnknown
239,Google Docs,All styles same except first,"- in CSS it works 
	- http://localhost:29900/howtos?id=3
- but in Google Docs
	- style all
	- change first manually",20,$rank=4.9,2020-09-30 17:46:15,systemUnknown
240,Google Sheets,Import a JSON file to Google Sheets,"- import from web
	- create Google Sheet
	- *Tools > Script editor*
	- delete code content
	- replace with [this code](https://gist.githubusercontent.com/paulgambill/cacd19da95a1421d3164/raw/047b04a1c321b697533adad5828e6df8748b5e54/import_json_appsscript.js)
	- rename sheet `ImportJSON`
	- close code, go back to Google Sheet
	- goto [JSON online examples](https://github.com/graphql-compose/graphql-compose-examples/tree/master/examples/northwind/data/json)
	- in A1 type e.g. `=ImportJSON(""https://raw.githubusercontent.com/graphql-compose/graphql-compose-examples/master/examples/northwind/data/json/customers.json"")
- export from database
	- sqlite
	- *File > Export > Table(s) to JSON*
	- creates *flashcards.json* and *howtos.json*
	- upload to website
- import from website
	- goto: https://tanguay.info/data
	- load both *flashcards* and *howtos* in separate worksheets",50,$rank=4.9454,2020-10-01 00:36:11,systemUnknown
241,Excel,Import a Database-exported JSON file to worksheet,"- export JSON file from Database
	- e.g. DB Browser for SQLite
	- *File > Export > File to JSON*
	- exports to e.g. `flashcards.json`
- in Excel
	- *Data > New Query > From File > From Text*
	- navigate to directory with JSON file
	- change to `*.*` to see it
	- select JSON file
	- [[Convert to table]]
	- [[OK]]
	- click on the two-arrow button##twoarrorbuttonskj
	- choose the fields you want
- query the data
	- click on down arrow
	- search",70,$rank=4.98723,2020-10-01 12:01:56,systemUnknown
242,Google Scripts,How to write a Google Apps script,"- set up scripting
	- settings
	- Manage Apps
	- connect apps to drive
	- search for: `script`
	- connect more apps
- *New > More > Google Apps Script*
- name file: `FirstTest`
- replace code:
	----------------------
	function myFunction() {
	  const test = ""hello"";
	  Logger.log(test);

	  const employee = {
		name: ""Jim"",
		score: 34
	  }
	  Logger.log(employee);
	}
	----------------------
- *View > Logs*
- debug
	- set debug points
	- step over
- *File > New > Script file*: `Utils.gs`
	---------------------
	function getMessage() {
	  return ""Message from utils"";
	}
	---------------------
- change Code.gs:
	----------------------------
	const test = getMessage();
	----------------------------
- note all functions in any file are global",20,$rank=4.9,2020-10-01 14:12:38,systemUnknown
243,Google Sheets,Use simple formulas: SUM and AVERAGE,"- open sheet: [yearly revenue example](https://docs.google.com/spreadsheets/d/1EDI-B_Yfr5FrvUjOKNEC-lLbW9zwfSXn/edit#gid=964685063) 
- enter `=SUM(B4:B5)`
- enter `=AVERAGE(B4:B5)`",20,$rank=4.9,2020-10-02 11:56:46,systemUnknown
244,Google Sheets,Automatically translate a vocabulary list,"- in A-column type list of works, e.g.
	- ENGLISH
	- yearly revenue
	- liability
	- expense
	- cash flow
	- profit and loss
- make a GERMAN and FRENCH column
- do German column
	- `=GOOGLETRANSLATOR(A1, ""en"", ""de"")` and drag down past list
	- you will get errors
	- fix: `=IF(ISBLANK(A2),"""",GOOGLETRANSLATE(A2, ""en"", ""de""))`
- do French column
	- `=IF(ISBLANK(A2),"""",GOOGLETRANSLATE(A2, ""en"", ""de""))`",30,$rank=4.999999999,2020-10-02 13:48:34,systemUnknown
245,Google Sheets,Understand relative and absolute references in cells,"- [Growth-Rate Google sheet](https://docs.google.com/spreadsheets/d/1AsZsDaPwF1rq-GstDL7UmUwnaqQzzgZ5/edit#gid=2075471117)
- show pull-down, smart-copy
	- create row of years 10 years in future: `=A3 + 10`
		- pull down
		- erase
- show more complex pull-down, smart-copy
	- for 2018, enter: `=B2 * (1+B1)`
	- pull down, show error
	- fix error: `$B$1` (or [[F4]])
- also show that double-click works instead of pull-down
- show why this is useful: change 7% to 8% etc.
- how to show formulas:
	- *View > Show Formulae*
	- also with single quote in front of pasted algorithm
- how to make a hard-copy of the formula results
	- select
	- [[CTRL-C]]
	- click where you want to paste
	- *Edit > Paste special > Paste values only*",25,$rank=4.923,2020-10-02 14:57:53,systemUnknown
246,Google Sheets,How to make named range,"- load [Google sheet](https://docs.google.com/spreadsheets/d/10Uryq9IPGVwb9MB-mY2VdkP-mLCQMY3N/edit#gid=1573045487)
- create named range out of data in column C
	- select
	- *Data > Named ranges*
	- call it `YearlyRevenue`
- make sum: `=SUM(YearlyRevenue)`
	- quiz: why is it called *Cities!C2:C13*
- edit named range
	- expand to *C999*
	- show the little grid icon
- delete named range
	- show that it still shows value but no longer value
	- fix with manual range",25,$rank=4.832,2020-10-02 15:25:12,systemUnknown
247,SQLite,How to get sample data in SQLite form,"- go to [this GitHub account](https://github.com/jpwhite3/northwind-SQLite3/blob/master/Northwind_large.sqlite.zip)
- download the zip file
- unpack
- open in DB Browser for SQLite: https://sqlitebrowser.org",30,$rank=4.55,2020-10-02 16:42:28,systemUnknown
248,Google Sheets,"How to import data from databases, analyze and publish to web","- output data from database to CSV file
	- get sample data from [SQLite database](https://github.com/jpwhite3/northwind-SQLite3/blob/master/Northwind_large.sqlite.zip)
	- download the zip file
	- unpack
	- open in DB Browser for SQLite: https://sqlitebrowser.org
	- rightclick on *Customer > Export to CSV file*: customer.csv
- examine file
	- look at file in Notepad++
		- notice non-English characters are correct (UTF-8)
	- load into Excel
		- notice that double-click sadly doesn't work
		- so open blank Excel sheet
			- *New query > from file > from CSV file*
			- edit
			- choose first line as headers
			- notice non-English characters are broken: *24, place KlÃ©ber*
				- in Notepad++, convert the file to UTF-8 BOM
- in Google Sheets
	- make new sheet
	- *File > Import > Upload*
	- drag file in (without BOM)
		- *Replace current sheet*
		- [[Import Data]]
	- note that Google Drive has no problem with UTF-8 without BOM
		- (it also has no problem with UTF-8 BOM)
- analyze sheet
	- make header line bold/green
	- *Data > Create a filter*
	- show only *Western Europe*
	- sort by country to count
- create selection on new sheet
	- remove filter
	- mark some lines with color
	- filter by color
	- copy to new sheet (paste special, only values)
- publish to web
	- fix both sheets so they look the way you want (add notes)
	- *File > Publish to web*
	- view in various browsers, on smart phone",100,$rank=4.99999,2020-10-02 17:14:29,systemUnknown
249,Google Sheets,How to use and calculate dates and date duration,"- make new Google Sheet
- change to Germany
	- *File > Spreadsheet settings > Germany*
- make headers: *Date	Full Date	File Name	Days till end of year*
- date column
	- enter `10.02.2020` and drag down ten cells
- full date column
	- `=CONCATENATE(TEXT(A2; ""dddd""); "", ""; DAY(A2); "" ""; TEXT(A2; ""mmmm""))`
	- show: `ddd` and `mmm`
- file name column
	- `=CONCATENATE(""Report_""; TEXT(A2; ""yyyy-mm-dd""); "".txt"")`
- days till end of year column
	- make sheet called ""data""
		- enter `31.12.2020` in A1
	- `=(goto cell) - A2`
	- [[F4]] to put in $$
	- NOTE: you can also just do this: `=DAYS(""31.12.2020"";A2)`
- highlight today
	- select column
	- *Format > Conditional Formatting*
	- if date is today
- de-highlight weekends
	- select column
	- *Format > Conditional Formatting*
	- if text contains ""Samstag"" or ""Sonntag""
- highlight Monday report files
	- *Custom Formula*
	- `=COUNTIF(B2; ""*Montag*"")`",100,$rank=4.923,2020-10-03 01:04:13,systemUnknown
250,Google Sheets,Calculate times and time duration,"- go to [Google Sheet: Times](https://docs.google.com/spreadsheets/d/1oRbPoB0NGTRG62_h9tMT32o_7D6OfRUPlATR7w10IVs/edit#gid=173756615)
- show all formulas
- make chart",30,$rank=4.9,2020-10-03 01:18:30,systemUnknown
251,Excel VBA,How to provide real-time functionality in an Excel file,"- description
	- This code shows you how to program real time events into Excel. I used this to build a little ""observer"" file which constantly monitored a directory and sent an e-mail when a certain file was present. In this way your Excel file can play the part of a Windows service, i.e. running on some extra, unused machine on a network. Another interesting use for this is be able to give your Excel user live information, i.e. by checking the database, the file system, the date/time, or perhaps webservices. Interestingly, the updates happen silently in the background so that the user is not interrupted at all, can use his Excel file as usual all the while cells in his Excel file are being observed/updated by this service. 
- open blank Excel sheet
- save as `MainObserver.xlsm`
- [[ALT-F11]]
- for all instructions below, make sure you work in the VBAProject *MainObserver.xlsm* and not *PERSONAL.XLSB*##dontPersonalXlsb
- double-click *ThisWorkbook*, copy in this code:
	-----------------------
	Private Sub Workbook_Open()
		qexc_Observer
	End Sub
	-----------------------
- create Module1 `qexc` and save this code in it:
	------------
	Sub qexc_Observer()

		'declarations
		Dim intHours As Integer
		Dim intMinutes As Integer
		Dim intSectonds As Integer

		'config
		intHours = 0
		intMinutes = 0
		intSeconds = 1

		'do action that should be performed regularly
		tool_ObserverAction

		'observe again regularly
		Application.OnTime Now + TimeSerial(intHours, intMinutes, intSeconds), ""qexc_Observer""

	End Sub
	----------------
- create a second module called `tools` and save this code in it:
	-----------------
	Sub tool_ObserverAction()
		Sheets(""Main"").Range(""A1"").Value = Time
	End Sub
	-----------------
- [[ALT-F11]]
- rename worksheet to `Main`
- close and save
- open and you will see the time ticking in A1",150,$rank=4.8933,2020-10-03 10:42:51,systemUnknown
252,Excel VBA,Create button that takes user to another worksheet,"- in VBA editor (ALT-F11)
	- in VBAProject (theFileName.xslm)
		- ThisWorkbook
			-----------------------
			Public Sub GotoWorksheet(theWorksheet As String)
				Sheets(theWorksheet).Activate
				Sheets(theWorksheet).Range(""A1"").Select
			End Sub
			-----------------------
- Excel
	- rename first worksheet ""Main""
	- create second worksheet ""Reports""
	- on Main, make button
		- right-click button, *Assign macro*
	- *GotoWorksheet* won't be listed
	- type in: `'ThisWorkbook.GotoWorksheet(""Reports"")'`
	- [[OK]]",30,$rank=4.789,2020-10-05 13:58:46,systemUnknown
